system,group,O_serial_1based,time_ps,relative_depth,dx_A,dy_A
SiO2,1,120,232.70000000000002,0.21561668032691592,-2.3355379700660706,-1.2896900177001953
SiO2,1,120,232.8,0.2175523667108445,-1.9894399642944336,-1.3575100898742676
SiO2,1,120,232.9,0.22309048970540366,-2.387196958065033,-1.1965100765228271
SiO2,1,120,233.0,0.22272382463727677,-2.371299922466278,-0.9279398918151855
SiO2,1,120,233.1,0.2223952157156808,-2.3475579619407654,-1.1234002113342285
SiO2,1,120,233.20000000000002,0.2229928516206287,-2.195643961429596,-1.4625999927520752
SiO2,1,120,233.3,0.22478094555082775,-2.3653969168663025,-1.7041800022125244
SiO2,1,120,233.4,0.2269023713611421,-2.381991922855377,-1.6175401210784912
SiO2,1,120,233.5,0.2205761954897926,-2.2805519700050354,-1.228560209274292
SiO2,1,120,233.6,0.21834764026460193,-2.2476959228515625,-1.2377700805664062
SiO2,1,120,233.70000000000002,0.22103573027111234,-2.0791499614715576,-1.3760700225830078
SiO2,1,120,233.8,0.21956189473470053,-2.1880799531936646,-1.985530138015747
SiO2,1,120,233.9,0.21244285220191592,-2.2888389229774475,-1.6239900588989258
SiO2,1,120,234.0,0.2136642819359189,-2.2740079164505005,-1.5465002059936523
SiO2,1,120,234.1,0.21812379927862258,-2.287602961063385,-1.1837201118469238
SiO2,1,120,234.20000000000002,0.2194047655378069,-2.1890898942947388,-1.434380054473877
SiO2,1,120,234.3,0.2215880893525623,-2.264120936393738,-1.5123701095581055
SiO2,1,120,234.4,0.2256404785882859,-2.1140899658203125,-1.6545400619506836
SiO2,1,120,234.5,0.22373331160772414,-2.59015691280365,-1.1969001293182373
SiO2,1,120,234.6,0.21784759703136625,-2.6716169714927673,-1.2128400802612305
SiO2,1,120,234.70000000000002,0.2148571468534924,-2.1244699954986572,-1.2379200458526611
SiO2,1,120,234.8,0.21952143169584729,-2.0240598917007446,-1.2498900890350342
SiO2,1,120,234.9,0.21889763786679223,-2.5911749601364136,-1.1472702026367188
SiO2,1,120,235.0,0.20831902821858725,-3.1433061361312866,-1.6537702083587646
SiO2,1,120,235.1,0.21818333580380395,-2.7492169439792633,-1.4163601398468018
SiO2,1,120,235.20000000000002,0.22368095034644717,-2.4377719163894653,-1.4914000034332275
SiO2,1,120,235.3,0.22482381548200334,-2.7131619453430176,-1.4867901802062988
SiO2,1,120,235.4,0.21806190127418154,-2.6570489406585693,-1.6226201057434082
SiO2,1,120,235.5,0.2149833497546968,-2.5964519381523132,-1.565270185470581
SiO2,1,120,235.6,0.21574760618663968,-2.652600944042206,-1.6710400581359863
SiO2,1,120,235.70000000000002,0.22316905430385045,-2.8854479491710663,-1.6228501796722412
SiO2,1,120,235.8,0.22666427067347936,-2.784821957349777,-1.7909200191497803
SiO2,1,120,235.9,0.22245475224086217,-2.5990549325942993,-2.066800117492676
SiO2,1,120,236.0,0.21671426863897414,-2.3179089426994324,-1.7334601879119873
SiO2,1,120,236.1,0.22136429377964564,-2.180899977684021,-1.6987102031707764
SiO2,1,120,236.20000000000002,0.22301905495779856,-2.267366945743561,-1.466360092163086
SiO2,1,120,236.3,0.22354761759440103,-2.2126909494400024,-1.5254201889038086
SiO2,1,120,236.4,0.21988096691313244,-2.3452879190444946,-1.6819100379943848
SiO2,1,120,236.5,0.2134214128766741,-2.5057429671287537,-2.076580047607422
SiO2,1,120,236.6,0.21784046718052455,-2.713672935962677,-2.0202701091766357
SiO2,1,120,236.70000000000002,0.21304048810686385,-2.33044296503067,-1.4900000095367432
