block,time_min_ps,time_max_ps,layer,z_minus_GDS_min_A,z_minus_GDS_max_A,water_frame_observations,mean_instantaneous_water_count,water_number_density_A-3,water_mass_density_g_cm-3,mean_tetrahedral_q,mean_HB_degree,fraction_degree_eq4,mean_P1_cos_theta,mean_P2
42,410.0,420.0,13,24.0,26.0,968,9.68,0.028704246747284563,0.8586897300311869,0.8686176061876032,3.7231404958677685,0.7489669421487604,0.05977861764871277,-0.05576624528367569
42,410.0,420.0,14,26.0,28.0,1200,12.0,0.035583776959443675,1.0644914008651076,0.8310755066908171,3.6133333333333333,0.6575,0.0413353517653215,0.056010124564418624
42,410.0,420.0,15,28.0,30.0,916,9.16,0.027162283079042004,0.8125617693270322,0.8237130340750525,3.606986899563319,0.665938864628821,0.0962869353882604,-0.03587126871773241
42,410.0,420.0,16,30.0,32.0,970,9.7,0.02876355304221697,0.860463882365962,0.8728592416476395,3.729896907216495,0.765979381443299,0.1425102140185066,0.03807668890269054
42,410.0,420.0,17,32.0,34.0,1149,11.49,0.03407146643866732,1.0192505163283407,0.873228713914693,3.8311575282854657,0.7824194952132288,0.08335168602222949,-0.11707845851375721
42,410.0,420.0,18,34.0,36.0,847,8.47,0.025116215903873997,0.7513535137772887,0.8873467174439895,3.7225501770956315,0.7567886658795749,-0.05396515759633578,0.15850531428878878
42,410.0,420.0,19,36.0,38.0,1303,13.03,0.03863805114846259,1.1558602461060294,0.8854790067391464,3.7490406753645433,0.7659247889485802,0.15572065182978168,-0.09562237630215056
42,410.0,420.0,20,38.0,40.0,928,9.28,0.02751812084863644,0.8232066833356833,0.6170973264187954,3.0765086206896552,0.40948275862068967,0.013563441325950177,0.08576035308051819
42,410.0,420.0,21,40.0,42.0,419,4.19,0.012424668788339085,0.37168491413540017,0.2661898922728084,2.420047732696897,0.10978520286396182,0.22963042845413903,-0.2171952321977065
43,420.0,430.0,1,0.0,2.0,274,2.74,0.00812496240573964,0.2430588698641996,-0.783126027094717,0.8394160583941606,0.0,-0.9702340804678465,0.9141106818462784
43,420.0,430.0,2,2.0,4.0,263,2.63,0.007798777783611406,0.23330103202293612,0.5074173589749394,2.6958174904942966,0.1634980988593156,-0.3305450040703005,-0.14977916455059567
43,420.0,430.0,3,4.0,6.0,1197,11.97,0.03549481751704507,1.061830172362945,0.690465263689701,3.1512113617376776,0.4227234753550543,-0.1817094852512143,-0.011989380553972678
43,420.0,430.0,4,6.0,8.0,923,9.23,0.02736985511130543,0.8187713024987454,0.7937710410696038,3.5092091007583965,0.628385698808234,-0.04356932347247781,-0.07384951521189365
43,420.0,430.0,5,8.0,10.0,1238,12.38,0.03671059656315939,1.0982002952258363,0.8601720702793259,3.6712439418416802,0.7269789983844911,-0.11044044249740717,0.17877138101536255
43,420.0,430.0,6,10.0,12.0,984,9.84,0.029178697106743815,0.8728829487093884,0.8744848454308943,3.7245934959349594,0.758130081300813,-0.08462308123379707,0.014853303313983629
43,420.0,430.0,7,12.0,14.0,1016,10.16,0.030127597825662312,0.9012693860657912,0.8623311966953773,3.668307086614173,0.6978346456692913,-0.09966962158607717,-0.18580927859338084
43,420.0,430.0,8,14.0,16.0,1109,11.09,0.032885340540019195,0.983767469632837,0.8869988925647515,3.7168620378719566,0.7619477006311993,-0.09469899126206793,-0.05409218498596418
43,420.0,430.0,9,16.0,18.0,1143,11.43,0.0338935475538701,1.013928059324015,0.8853108867105,3.7279090113735784,0.752405949256343,0.07212275014627494,0.11509804561673505
43,420.0,430.0,10,18.0,20.0,1074,10.74,0.03184748037870209,0.9527198037742713,0.8771182427548081,3.85195530726257,0.7672253258845437,-0.04035365472022817,0.04983196843407083
43,420.0,430.0,11,20.0,22.0,841,8.41,0.024938297019076777,0.746031056772963,0.8975282412659017,3.756242568370987,0.7740784780023782,3.750119209449545e-05,-0.12865905489352306
43,420.0,430.0,12,22.0,24.0,1260,12.6,0.03736296580741586,1.1177159709083633,0.8760975382414695,3.734126984126984,0.7571428571428571,-0.03185704003276606,-0.036530872706525185
43,420.0,430.0,13,24.0,26.0,949,9.49,0.028140836945426708,0.8418352828508228,0.8666860227910987,3.719704952581665,0.7513171759747103,0.07905429583260334,-0.053700842894929546
43,420.0,430.0,14,26.0,28.0,1226,12.26,0.03635475879356496,1.0875553812171852,0.84009460342088,3.605220228384992,0.6443719412724307,0.038720223411030825,0.05216793809290762
43,420.0,430.0,15,28.0,30.0,875,8.75,0.02594650403292768,0.7761916464641411,0.8457545791713228,3.689142857142857,0.7314285714285714,0.10076786758286757,-0.021437742733878388
43,420.0,430.0,16,30.0,32.0,979,9.79,0.029030431369412798,0.8684475678724504,0.8751821246171984,3.727272727272727,0.7497446373850868,0.14340915770144283,0.06254496941020023
43,420.0,430.0,17,32.0,34.0,1178,11.78,0.034931407715187206,1.0449757251825806,0.8862032713807733,3.8845500848896433,0.7869269949066214,0.08757154314562572,-0.1278716526591494
43,420.0,430.0,18,34.0,36.0,964,9.64,0.028585634157419753,0.8551414253616366,0.9120071056606718,3.8018672199170123,0.8246887966804979,-0.02485905563269406,0.14661391011166716
43,420.0,430.0,19,36.0,38.0,1139,11.39,0.03377493496400529,1.0103797546544648,0.8753193856800002,3.688323090430202,0.7164179104477612,0.1431484605784775,-0.1410629472197214
43,420.0,430.0,20,38.0,40.0,1100,11.0,0.03261846221282337,0.9757837841263488,0.6175822062506171,3.09,0.3890909090909091,0.04102880927483201,0.09741776505754937
43,420.0,430.0,21,40.0,42.0,268,2.68,0.007947043520942422,0.2377364128598741,0.16083741902502785,2.1455223880597014,0.029850746268656716,0.2771926302795063,-0.23787235917437266
