block,time_min_ps,time_max_ps,layer,z_minus_GDS_min_A,z_minus_GDS_max_A,water_frame_observations,mean_instantaneous_water_count,water_number_density_A-3,water_mass_density_g_cm-3,mean_tetrahedral_q,mean_HB_degree,fraction_degree_eq4,mean_P1_cos_theta,mean_P2
1,0.0,10.0,12,22.0,24.0,9954,9.954,0.03211557825199516,0.9607399720952443,0.9159970829946407,3.8429776974080774,0.8526220614828209,0.0862394639332746,0.056050459966122165
2,10.0,20.0,1,0.0,2.0,7153,7.153,0.023078433919682676,0.690393110347326,0.6234884777201511,3.311198098699846,0.4494617642947015,0.12169029763530662,0.23150779068906163
2,10.0,20.0,2,2.0,4.0,12879,12.879,0.041552796092771314,1.2430550633528885,0.8272503718684585,3.6036182933457566,0.6514480937961021,-0.03738036499336271,0.08570581036222687
2,10.0,20.0,3,4.0,6.0,9433,9.433,0.030434624236595372,0.9104541045584127,0.8426889510901735,3.794763065832715,0.8094985688540232,0.026730153185453277,-0.3021744620343926
2,10.0,20.0,4,6.0,8.0,8035,8.035,0.02592411806859364,0.7755219686342464,0.8468281536102702,3.785687616677038,0.7992532669570629,-0.0024712059042955896,-0.2756965223711121
2,10.0,20.0,5,8.0,10.0,9720,9.72,0.03136060082473307,0.9381547647946329,0.8221430492842617,3.5856995884773664,0.6975308641975309,0.13177026436598296,-0.014256418196879892
2,10.0,20.0,6,10.0,12.0,10295,10.295,0.03321578040027026,0.9936526032469902,0.8282640936928903,3.81534725594949,0.7437591063623118,-0.011938227971418055,-0.026610702781326944
2,10.0,20.0,7,12.0,14.0,12647,12.647,0.04080427146403283,1.2206628920121112,0.8174840337664716,3.60899818138689,0.6610263303550249,0.00980826345352665,0.09713986280778952
2,10.0,20.0,8,14.0,16.0,7622,7.622,0.024591615173468667,0.7356600429284662,0.8044607635337636,3.6912883757543953,0.7158226187352401,0.0017440029405062548,0.13906432697833604
2,10.0,20.0,9,16.0,18.0,9354,9.354,0.030179738694912868,0.9028291841449583,0.8410644769100323,3.7702587128501177,0.792281376951037,0.20426390666302605,-0.023169050407748616
2,10.0,20.0,10,18.0,20.0,9652,9.652,0.031141205674930405,0.931591542160267,0.8244906613481369,3.712080397845006,0.7381889763779528,-0.06743630161031212,0.25446516087708154
2,10.0,20.0,11,20.0,22.0,9443,9.443,0.03046688822921341,0.9114192843575841,0.8288942305810911,3.7645875251509056,0.783755162554273,-0.12405477937190124,0.044170387479525924
2,10.0,20.0,12,22.0,24.0,9527,9.527,0.030737905767204927,0.919526794670624,0.9129005573037197,3.8263881599664114,0.837934292012176,0.0560107444903778,0.05461346342596705
3,20.0,30.0,1,0.0,2.0,7555,7.555,0.02437544642292781,0.7291933382740176,0.5904089943669952,3.2072799470549307,0.3937789543348776,0.10730747845599903,0.19521324720809544
3,20.0,30.0,2,2.0,4.0,12679,12.679,0.04090751624041055,1.2237514673694598,0.8260031230214773,3.6089596971369984,0.6562820411704393,-0.03629299876175819,0.07509848200915002
3,20.0,30.0,3,4.0,6.0,9473,9.473,0.03056368020706753,0.9143148237550985,0.8360102057561761,3.7412646468911643,0.7631162250606989,0.023926637119840635,-0.3075486667571851
3,20.0,30.0,4,6.0,8.0,8083,8.083,0.026078985233160226,0.7801548316702693,0.8386866325785579,3.7644438945935916,0.7463812940739825,0.002420025683221839,-0.2699350830512852
3,20.0,30.0,5,8.0,10.0,10002,10.002,0.032270445416561745,0.9653728351312674,0.8278276685104881,3.5940811837632474,0.705758848230354,0.08426416495629574,0.007958633596770433
3,20.0,30.0,6,10.0,12.0,10001,10.001,0.03226721901729994,0.9652763171513501,0.8338624813697275,3.833716628337166,0.786021397860214,-0.002420774964837513,-0.026225046405380228
3,20.0,30.0,7,12.0,14.0,12930,12.93,0.041717342455123305,1.2479774803286627,0.8165594006028539,3.6155452436194895,0.6631863882443929,0.007358855979693389,0.10023796401626878
3,20.0,30.0,8,14.0,16.0,7165,7.165,0.023117150710824323,0.6915513261063316,0.8013160779151325,3.715840893230984,0.7370551290997907,-0.02134472337689929,0.1496036277218802
3,20.0,30.0,9,16.0,18.0,9319,9.319,0.030066814720749742,0.8994510548478585,0.8428272249634824,3.7986908466573666,0.8117823800837,0.226571502852087,-0.015564474190513416
3,20.0,30.0,10,18.0,20.0,9651,9.651,0.031137979275668602,0.9314950241803499,0.826113899473609,3.714433737436535,0.7450005180810279,-0.07578334468551359,0.26701230621219463
3,20.0,30.0,11,20.0,22.0,9387,9.387,0.0302862098705524,0.9060142774822242,0.8297095717431981,3.7616917012890165,0.7838500053265154,-0.1278564436680979,0.043291849104307945
3,20.0,30.0,12,22.0,24.0,9694,9.694,0.03127671444392617,0.9356452973167871,0.9159606281963809,3.836909428512482,0.8466061481328657,0.07015450529594651,0.048918468926182894
