system,hexane_index,time_ps,com_z_unwrapped_A,z_msd_from_initial_A2
SiO2,3,67.400000,18.26968530,0.17204335
SiO2,3,67.500000,18.48904818,0.03818828
SiO2,3,67.600000,18.63495445,0.00245143
SiO2,3,67.700000,18.50513145,0.03216102
SiO2,3,67.800000,18.43720273,0.06113932
SiO2,3,67.900000,18.54090372,0.02061024
SiO2,3,68.000000,18.57206380,0.01263434
SiO2,3,68.100000,18.41337298,0.07349164
SiO2,3,68.200000,18.48953372,0.03799875
SiO2,3,68.300000,18.51549585,0.02855104
SiO2,3,68.400000,18.50584056,0.03190719
SiO2,3,68.500000,18.59005756,0.00891303
SiO2,3,68.600000,18.72226492,0.00142873
SiO2,3,68.700000,18.48574280,0.03949107
SiO2,3,68.800000,18.33632220,0.12120438
SiO2,3,68.900000,18.45221002,0.05394302
SiO2,3,69.000000,18.60414311,0.00645183
SiO2,3,69.100000,18.49058347,0.03759059
SiO2,3,69.200000,18.46605561,0.04770327
SiO2,3,69.300000,18.48341117,0.04042320
SiO2,3,69.400000,18.51999361,0.02705130
SiO2,3,69.500000,18.44800460,0.05591418
SiO2,3,69.600000,18.47775032,0.04273153
SiO2,3,69.700000,18.48457777,0.03995546
SiO2,3,69.800000,18.42539360,0.06711871
SiO2,3,69.900000,18.62013165,0.00413896
SiO2,3,70.000000,18.63516753,0.00243038
SiO2,3,70.100000,18.60752845,0.00591945
SiO2,3,70.200000,18.70911305,0.00060746
SiO2,3,70.300000,18.60647488,0.00608268
SiO2,3,70.400000,18.56240475,0.01489904
SiO2,3,70.500000,18.45675507,0.05185245
SiO2,3,70.600000,18.51678899,0.02811571
SiO2,3,70.700000,18.31362745,0.13752152
SiO2,3,70.800000,18.55667844,0.01632976
SiO2,3,70.900000,18.54480700,0.01950475
SiO2,3,71.000000,18.55582974,0.01654739
SiO2,3,71.100000,18.53763436,0.02155965
SiO2,3,71.200000,18.57201624,0.01264504
SiO2,3,71.300000,18.56420870,0.01446191
SiO2,3,71.400000,18.33596867,0.12145066
SiO2,3,71.500000,18.52241584,0.02626038
SiO2,3,71.600000,18.42297398,0.06837828
SiO2,3,71.700000,18.48354972,0.04036751
SiO2,3,71.800000,18.39498282,0.08380074
SiO2,3,71.900000,18.42738543,0.06609062
SiO2,3,72.000000,18.40108354,0.08030584
SiO2,3,72.100000,18.55139483,0.01770804
SiO2,3,72.200000,18.55867072,0.01582455
SiO2,3,72.300000,18.56201227,0.01499501
SiO2,3,72.400000,18.46191119,0.04953082
SiO2,3,72.500000,18.47936643,0.04206599
SiO2,3,72.600000,18.42953566,0.06498968
SiO2,3,72.700000,18.46887518,0.04647957
SiO2,3,72.800000,18.41786693,0.07107527
SiO2,3,72.900000,18.49184349,0.03710358
SiO2,3,73.000000,18.64901778,0.00125660
SiO2,3,73.100000,18.39242236,0.08528972
SiO2,3,73.200000,18.32416929,0.12981400
SiO2,3,73.300000,18.51324449,0.02931694
SiO2,3,73.400000,18.59692156,0.00766410
SiO2,3,73.500000,18.48564925,0.03952826
SiO2,3,73.600000,18.56017959,0.01544721
SiO2,3,73.700000,18.45882789,0.05091273
SiO2,3,73.800000,18.49640854,0.03536575
SiO2,3,73.900000,18.44219971,0.05869314
SiO2,3,74.000000,18.37456710,0.09603757
SiO2,3,74.100000,18.45306353,0.05354728
SiO2,3,74.200000,18.56652816,0.01390943
SiO2,3,74.300000,18.48301262,0.04058362
SiO2,3,74.400000,18.33293528,0.12357412
SiO2,3,74.500000,18.38083179,0.09219397
SiO2,3,74.600000,18.33282567,0.12365120
SiO2,3,74.700000,18.42015050,0.06986289
SiO2,3,74.800000,18.47894471,0.04223916
SiO2,3,74.900000,18.16200928,0.27296143
SiO2,3,75.000000,18.25110252,0.18780424
SiO2,3,75.100000,18.51278058,0.02947602
SiO2,3,75.200000,18.47790312,0.04266838
SiO2,3,75.300000,18.32568805,0.12872190
SiO2,3,75.400000,18.41544065,0.07237485
SiO2,3,75.500000,18.28890704,0.15646720
SiO2,3,75.600000,18.37411513,0.09631790
SiO2,3,75.700000,18.41081404,0.07488561
SiO2,3,75.800000,18.41722960,0.07141550
SiO2,3,75.900000,18.33225368,0.12405379
SiO2,3,76.000000,18.22879361,0.20763768
SiO2,3,76.100000,18.29482957,0.15181685
SiO2,3,76.200000,18.47793623,0.04265471
SiO2,3,76.300000,18.37746249,0.09425139
SiO2,3,76.400000,18.27877212,0.16458784
SiO2,3,76.500000,18.43752723,0.06097895
SiO2,3,76.600000,18.48860534,0.03836155
SiO2,3,76.700000,18.29936195,0.14830543
SiO2,3,76.800000,18.26375998,0.17699388
SiO2,3,76.900000,18.46200115,0.04949078
SiO2,3,77.000000,18.67072004,0.00018896
SiO2,3,77.100000,18.34632589,0.11433900
SiO2,3,77.200000,18.33069894,0.12515141
SiO2,3,77.300000,18.38660211,0.08872313
SiO2,3,77.400000,18.34925534,0.11236645
SiO2,3,77.500000,18.42856443,0.06548581
SiO2,3,77.600000,18.29189858,0.15410949
SiO2,3,77.700000,18.41259701,0.07391296
SiO2,3,77.800000,18.53535517,0.02223416
SiO2,3,77.900000,18.37689602,0.09459953
SiO2,3,78.000000,18.42522935,0.06720384
SiO2,3,78.100000,18.62348417,0.00371883
SiO2,3,78.200000,18.37874885,0.09346321
SiO2,3,78.300000,18.20303503,0.23177615
SiO2,3,78.400000,18.40391194,0.07871080
SiO2,3,78.500000,18.26955788,0.17214907
SiO2,3,78.600000,18.30868014,0.14121531
SiO2,3,78.700000,18.29643528,0.15056814
SiO2,3,78.800000,18.11559482,0.32361486
SiO2,3,78.900000,18.25401444,0.18528888
SiO2,3,79.000000,18.44605701,0.05683903
SiO2,3,79.100000,18.38693269,0.08852630
SiO2,3,79.200000,18.39737726,0.08242017
SiO2,3,79.300000,18.58967718,0.00898499
SiO2,3,79.400000,18.34094712,0.11800549
SiO2,3,79.500000,18.20542910,0.22947673
SiO2,3,79.600000,18.37009617,0.09882864
SiO2,3,79.700000,18.36816908,0.10004399
SiO2,3,79.800000,18.36753363,0.10044637
SiO2,3,79.900000,18.24971906,0.18900524
SiO2,3,80.000000,18.45116686,0.05442867
SiO2,3,80.100000,18.55189955,0.01757397
SiO2,3,80.200000,18.56963721,0.01318574
SiO2,3,80.300000,18.33058610,0.12523126
SiO2,3,80.400000,18.18597131,0.24849734
SiO2,3,80.500000,18.28943069,0.15605320
SiO2,3,80.600000,18.32017802,0.13270602
SiO2,3,80.700000,18.33109191,0.12487352
SiO2,3,80.800000,18.38810734,0.08782869
SiO2,3,80.900000,18.52114832,0.02667279
SiO2,3,81.000000,18.45576656,0.05230361
SiO2,3,81.100000,18.30586559,0.14333857
SiO2,3,81.200000,18.51434063,0.02894277
SiO2,3,81.300000,18.44660764,0.05657678
SiO2,3,81.400000,18.16051483,0.27452524
SiO2,3,81.500000,18.22341114,0.21257194
SiO2,3,81.600000,18.24458639,0.19349441
SiO2,3,81.700000,18.25877903,0.18120973
SiO2,3,81.800000,18.34815264,0.11310694
SiO2,3,81.900000,18.31144732,0.13914323
SiO2,3,82.000000,18.29742495,0.14980108
SiO2,3,82.100000,18.28017002,0.16345555
SiO2,3,82.200000,18.31901668,0.13355349
SiO2,3,82.300000,18.22169759,0.21415496
SiO2,3,82.400000,18.31850399,0.13392848
SiO2,3,82.500000,18.44998904,0.05497963
SiO2,3,82.600000,18.42399644,0.06784459
SiO2,3,82.700000,18.33412551,0.12273873
SiO2,3,82.800000,18.29907804,0.14852418
SiO2,3,82.900000,18.33515896,0.12201568
SiO2,3,83.000000,18.29195898,0.15406207
SiO2,3,83.100000,18.40735895,0.07678853
SiO2,3,83.200000,18.32720129,0.12763835
SiO2,3,83.300000,18.28258668,0.16150730
SiO2,3,83.400000,18.27329823,0.16905926
SiO2,3,83.500000,18.31848005,0.13394600
SiO2,3,83.600000,18.37320156,0.09688579
SiO2,3,83.700000,18.23909733,0.19835360
SiO2,3,83.800000,18.28950714,0.15599281
SiO2,3,83.900000,18.38122004,0.09195835
SiO2,3,84.000000,18.29097031,0.15483916
SiO2,3,84.100000,18.28544269,0.15921991
SiO2,3,84.200000,18.29787210,0.14945515
SiO2,3,84.300000,18.25341682,0.18580373
SiO2,3,84.400000,18.27662930,0.16633109
SiO2,3,84.500000,18.45998668,0.05039114
SiO2,3,84.600000,18.33076267,0.12510632
SiO2,3,84.700000,18.38245478,0.09121101
SiO2,3,84.800000,18.25485795,0.18456341
SiO2,3,84.900000,18.28998487,0.15561567
SiO2,3,85.000000,18.31756871,0.13461391
SiO2,3,85.100000,18.27006770,0.17172627
SiO2,3,85.200000,18.23396495,0.20295155
SiO2,3,85.300000,18.29429069,0.15223708
SiO2,3,85.400000,18.34426367,0.11573789
SiO2,3,85.500000,18.35344741,0.10957357
SiO2,3,85.600000,18.38040805,0.09245147
SiO2,3,85.700000,18.20169904,0.23306431
SiO2,3,85.800000,18.32872176,0.12655424
SiO2,3,85.900000,18.23118463,0.20546435
SiO2,3,86.000000,18.27833300,0.16494433
SiO2,3,86.100000,18.44011557,0.05970732
SiO2,3,86.200000,18.31048430,0.13986260
SiO2,3,86.300000,18.20763339,0.22736971
SiO2,3,86.400000,18.28619420,0.15862074
SiO2,3,86.500000,18.33975689,0.11882464
SiO2,3,86.600000,18.39515095,0.08370342
SiO2,3,86.700000,18.44688219,0.05644625
SiO2,3,86.800000,18.32869986,0.12656982
SiO2,3,86.900000,18.22667714,0.20957100
SiO2,3,87.000000,18.36341355,0.10307493
SiO2,3,87.100000,18.35186201,0.11062567
SiO2,3,87.200000,18.41926318,0.07033274
SiO2,3,87.300000,18.46785298,0.04692137
SiO2,3,87.400000,18.25673289,0.18295595
SiO2,3,87.500000,18.27501028,0.16765431
SiO2,3,87.600000,18.34693348,0.11392847
SiO2,3,87.700000,18.34559723,0.11483231
SiO2,3,87.800000,18.42664554,0.06647159
SiO2,3,87.900000,18.25984023,0.18030738
SiO2,3,88.000000,18.28096173,0.16281601
SiO2,3,88.100000,18.32848464,0.12672301
SiO2,3,88.200000,18.20975161,0.22535412
SiO2,3,88.300000,18.37172293,0.09780847
SiO2,3,88.400000,18.34867325,0.11275703
SiO2,3,88.500000,18.27222321,0.16994444
SiO2,3,88.600000,18.34507933,0.11518358
SiO2,3,88.700000,18.33730051,0.12052415
SiO2,3,88.800000,18.28469134,0.15982009
SiO2,3,88.900000,18.28478744,0.15974326
SiO2,3,89.000000,18.34426046,0.11574007
SiO2,3,89.100000,18.34834289,0.11297901
SiO2,3,89.200000,18.23105136,0.20558519
SiO2,3,89.300000,18.22751824,0.20880161
SiO2,3,89.400000,18.25141567,0.18753293
SiO2,3,89.500000,18.27053590,0.17133845
SiO2,3,89.600000,18.34690525,0.11394752
SiO2,3,89.700000,18.35138356,0.11094417
SiO2,3,89.800000,18.16992233,0.26475559
SiO2,3,89.900000,18.27589517,0.16693044
SiO2,3,90.000000,18.35908948,0.10587013
SiO2,3,90.100000,18.19208393,0.24244049
SiO2,3,90.200000,18.31040003,0.13992564
SiO2,3,90.300000,18.46599869,0.04772814
SiO2,3,90.400000,18.32706110,0.12773854
SiO2,3,90.500000,18.34760171,0.11347781
SiO2,3,90.600000,18.31706040,0.13498716
SiO2,3,90.700000,18.31932220,0.13333028
SiO2,3,90.800000,18.24920269,0.18945449
SiO2,3,90.900000,18.28995500,0.15563924
SiO2,3,91.000000,18.29313894,0.15313717
SiO2,3,91.100000,18.21005651,0.22506473
SiO2,3,91.200000,18.31283136,0.13811260
SiO2,3,91.300000,18.39704697,0.08260992
SiO2,3,91.400000,18.30290439,0.14558956
SiO2,3,91.500000,18.19289234,0.24164505
SiO2,3,91.600000,18.26712617,0.17417286
SiO2,3,91.700000,18.43452667,0.06246986
SiO2,3,91.800000,18.36866454,0.09973081
SiO2,3,91.900000,18.17963037,0.25485941
SiO2,3,92.000000,18.31136789,0.13920249
SiO2,3,92.100000,18.31146924,0.13912687
SiO2,3,92.200000,18.32775612,0.12724222
SiO2,3,92.300000,18.32302691,0.13063850
SiO2,3,92.400000,18.28724027,0.15778859
SiO2,3,92.500000,18.31857135,0.13387918
SiO2,3,92.600000,18.39513368,0.08371342
SiO2,3,92.700000,18.30240994,0.14596713
SiO2,3,92.800000,18.25786427,0.18198937
SiO2,3,92.900000,18.21711343,0.21841879
SiO2,3,93.000000,18.29944202,0.14824377
SiO2,3,93.100000,18.24485776,0.19325575
SiO2,3,93.200000,18.26004089,0.18013701
SiO2,3,93.300000,18.38827021,0.08773218
SiO2,3,93.400000,18.38099417,0.09209539
SiO2,3,93.500000,18.12364203,0.31452396
SiO2,3,93.600000,18.41670609,0.07169558
SiO2,3,93.700000,18.30283846,0.14563988
SiO2,3,93.800000,18.28342785,0.16083191
SiO2,3,93.900000,18.24566063,0.19255050
SiO2,3,94.000000,18.32103640,0.13208136
SiO2,3,94.100000,18.31919500,0.13342319
SiO2,3,94.200000,18.31870897,0.13377849
SiO2,3,94.300000,18.20514857,0.22974557
SiO2,3,94.400000,18.26090804,0.17940168
SiO2,3,94.500000,18.32963693,0.12590395
SiO2,3,94.600000,18.39604023,0.08318965
SiO2,3,94.700000,18.33073736,0.12512423
SiO2,3,94.800000,18.21708617,0.21844427
SiO2,3,94.900000,18.32220358,0.13123434
SiO2,3,95.000000,18.40943516,0.07564218
SiO2,3,95.100000,18.30584973,0.14335058
SiO2,3,95.200000,18.16750084,0.26725338
SiO2,3,95.300000,18.29332802,0.15298922
SiO2,3,95.400000,18.25675181,0.18293976
SiO2,3,95.500000,18.25946743,0.18062412
SiO2,3,95.600000,18.30999872,0.14022604
SiO2,3,95.700000,18.28021202,0.16342160
SiO2,3,95.800000,18.33256290,0.12383607
SiO2,3,95.900000,18.33068747,0.12515952
SiO2,3,96.000000,18.22105943,0.21474601
SiO2,3,96.100000,18.29195278,0.15406693
SiO2,3,96.200000,18.33270040,0.12373931
SiO2,3,96.300000,18.42092140,0.06945596
SiO2,3,96.400000,18.28472981,0.15978933
SiO2,3,96.500000,18.46185479,0.04955592
SiO2,3,96.600000,18.37852759,0.09359855
SiO2,3,96.700000,18.35058830,0.11147458
SiO2,3,96.800000,18.36611562,0.10134721
SiO2,3,96.900000,18.47609053,0.04342050
SiO2,3,97.000000,18.38931520,0.08711422
SiO2,3,97.100000,18.08144888,0.36363012
SiO2,3,97.200000,18.41107738,0.07474155
SiO2,3,97.300000,18.35203643,0.11050968
SiO2,3,97.400000,18.05459614,0.39673653
SiO2,3,97.500000,18.39467475,0.08397919
SiO2,3,97.600000,18.47205024,0.04512062
SiO2,3,97.700000,18.26606024,0.17506371
SiO2,3,97.800000,18.28911750,0.15630074
SiO2,3,97.900000,18.36864039,0.09974606
SiO2,3,98.000000,18.27657325,0.16637681
SiO2,3,98.100000,18.20076580,0.23396626
SiO2,3,98.200000,18.39248153,0.08525516
SiO2,3,98.300000,18.51013725,0.03039065
SiO2,3,98.400000,18.40309280,0.07917110
SiO2,3,98.500000,18.19668616,0.23792955
SiO2,3,98.600000,18.18366633,0.25080070
SiO2,3,98.700000,18.34487935,0.11531936
SiO2,3,98.800000,18.40477930,0.07822487
SiO2,3,98.900000,18.41095458,0.07480871
SiO2,3,99.000000,18.39143950,0.08586476
SiO2,3,99.100000,18.26443215,0.17642876
SiO2,3,99.200000,18.21479194,0.22059409
SiO2,3,99.300000,18.22618190,0.21002467
SiO2,3,99.400000,18.26569647,0.17536825
SiO2,3,99.500000,18.38315414,0.09078907
SiO2,3,99.600000,18.45641925,0.05200550
SiO2,3,99.700000,18.48418512,0.04011259
SiO2,3,99.800000,18.54124874,0.02051130
SiO2,3,99.900000,18.34758666,0.11348795
SiO2,3,100.000000,18.29098929,0.15482423
SiO2,3,100.100000,18.26615540,0.17498408
SiO2,3,100.200000,18.40086594,0.08042922
SiO2,3,100.300000,18.51287262,0.02944442
SiO2,3,100.400000,18.47466140,0.04401813
SiO2,3,100.500000,18.39281079,0.08506299
SiO2,3,100.600000,18.44731258,0.05624193
SiO2,3,100.700000,18.45276537,0.05368536
SiO2,3,100.800000,18.32683961,0.12789691
SiO2,3,100.900000,18.34261096,0.11686514
SiO2,3,101.000000,18.34978875,0.11200912
SiO2,3,101.100000,18.41925172,0.07033882
SiO2,3,101.200000,18.42289376,0.06842024
SiO2,3,101.300000,18.24177993,0.19597130
SiO2,3,101.400000,18.39780244,0.08217622
SiO2,3,101.500000,18.41415312,0.07306926
SiO2,3,101.600000,18.52198424,0.02640045
SiO2,3,101.700000,18.43401111,0.06272785
SiO2,3,101.800000,18.30937666,0.14069231
SiO2,3,101.900000,18.30779284,0.14188296
SiO2,3,102.000000,18.49696959,0.03515505
SiO2,3,102.100000,18.43501069,0.06222815
SiO2,3,102.200000,18.33667734,0.12095722
SiO2,3,102.300000,18.37298232,0.09702233
SiO2,3,102.400000,18.45900584,0.05083246
SiO2,3,102.500000,18.49571586,0.03562676
SiO2,3,102.600000,18.25665056,0.18302638
SiO2,3,102.700000,18.18022367,0.25426072
SiO2,3,102.800000,18.19109021,0.24342005
SiO2,3,102.900000,18.48397244,0.04019782
SiO2,3,103.000000,18.35135620,0.11096240
SiO2,3,103.100000,18.33443253,0.12252370
SiO2,3,103.200000,18.46001466,0.05037858
SiO2,3,103.300000,18.27065950,0.17123614
SiO2,3,103.400000,18.38436328,0.09006188
SiO2,3,103.500000,18.45327898,0.05344762
SiO2,3,103.600000,18.32477825,0.12937556
SiO2,3,103.700000,18.35504016,0.10852164
SiO2,3,103.800000,18.33769367,0.12025132
SiO2,3,103.900000,18.32336900,0.13039133
SiO2,3,104.000000,18.16476924,0.27008513
SiO2,3,104.100000,18.40287302,0.07929483
SiO2,3,104.200000,18.33144132,0.12462670
SiO2,3,104.300000,18.27082698,0.17109756
SiO2,3,104.400000,18.44883952,0.05552002
SiO2,3,104.500000,18.35477443,0.10869679
SiO2,3,104.600000,18.42260104,0.06857346
SiO2,3,104.700000,18.29652853,0.15049578
SiO2,3,104.800000,18.27575375,0.16704602
SiO2,3,104.900000,18.35027404,0.11168453
SiO2,3,105.000000,18.43479431,0.06233615
SiO2,3,105.100000,18.24346468,0.19448251
SiO2,3,105.200000,18.29007108,0.15554766
SiO2,3,105.300000,18.33347237,0.12319680
SiO2,3,105.400000,18.37593687,0.09519046
SiO2,3,105.500000,18.35746294,0.10693126
SiO2,3,105.600000,18.42212645,0.06882224
SiO2,3,105.700000,18.27633542,0.16657089
SiO2,3,105.800000,18.25765835,0.18216510
SiO2,3,105.900000,18.31922211,0.13340338
SiO2,3,106.000000,18.20883924,0.22622119
SiO2,3,106.100000,18.22367528,0.21232845
SiO2,3,106.200000,18.36542410,0.10178798
SiO2,3,106.300000,18.46285770,0.04911041
SiO2,3,106.400000,18.44406663,0.05779204
SiO2,3,106.500000,18.34904362,0.11250843
SiO2,3,106.600000,18.22003403,0.21569742
SiO2,3,106.700000,18.16702896,0.26774149
SiO2,3,106.800000,18.31639021,0.13548007
SiO2,3,106.900000,18.26044093,0.17979759
SiO2,3,107.000000,18.46949859,0.04621116
SiO2,3,107.100000,18.34350823,0.11625247
SiO2,3,107.200000,18.24630163,0.19198836
SiO2,3,107.300000,18.33735650,0.12048528
SiO2,3,107.400000,18.15474929,0.28060021
SiO2,3,107.500000,18.44840620,0.05572441
SiO2,3,107.600000,18.53737266,0.02163657
SiO2,3,107.700000,18.26661982,0.17459576
SiO2,3,107.800000,18.23604644,0.20108045
SiO2,3,107.900000,18.36446039,0.10240384
SiO2,3,108.000000,18.28249541,0.16158067
SiO2,3,108.100000,18.21829926,0.21731179
SiO2,3,108.200000,18.35138122,0.11094573
SiO2,3,108.300000,18.28554637,0.15913718
SiO2,3,108.400000,18.49053957,0.03760761
SiO2,3,108.500000,18.30059994,0.14735345
SiO2,3,108.600000,18.22723926,0.20905665
SiO2,3,108.700000,18.38477594,0.08981437
SiO2,3,108.800000,18.23683311,0.20037555
SiO2,3,108.900000,18.27619285,0.16668728
SiO2,3,109.000000,18.19121552,0.24329642
SiO2,3,109.100000,18.42217077,0.06879899
SiO2,3,109.200000,18.58385729,0.01012219
SiO2,3,109.300000,18.24613282,0.19213632
SiO2,3,109.400000,18.35490317,0.10861192
SiO2,3,109.500000,18.37999392,0.09270348
SiO2,3,109.600000,18.28078199,0.16296109
SiO2,3,109.700000,18.56393491,0.01452784
SiO2,3,109.800000,18.47741176,0.04287162
SiO2,3,109.900000,18.17996384,0.25452282
SiO2,3,110.000000,18.24928983,0.18937864
SiO2,3,110.100000,18.39749086,0.08235495
SiO2,3,110.200000,18.48628650,0.03927527
SiO2,3,110.300000,18.36797680,0.10016566
SiO2,3,110.400000,18.21888292,0.21676797
SiO2,3,110.500000,18.27732766,0.16576195
SiO2,3,110.600000,18.33121308,0.12478790
SiO2,3,110.700000,18.26998992,0.17179074
SiO2,3,110.800000,18.44224426,0.05867156
SiO2,3,110.900000,18.24029712,0.19728634
SiO2,3,111.000000,18.19255848,0.24197339
SiO2,3,111.100000,18.40387999,0.07872873
SiO2,3,111.200000,18.40918754,0.07577845
SiO2,3,111.300000,18.24392063,0.19408057
SiO2,3,111.400000,18.21010382,0.22501985
SiO2,3,111.500000,18.27258449,0.16964670
SiO2,3,111.600000,18.31102098,0.13946147
SiO2,3,111.700000,18.13969568,0.29677513
SiO2,3,111.800000,18.26194613,0.17852337
SiO2,3,111.900000,18.40738302,0.07677519
SiO2,3,112.000000,18.35581061,0.10801462
SiO2,3,112.100000,18.37910339,0.09324656
SiO2,3,112.200000,18.29865176,0.14885293
SiO2,3,112.300000,18.25591492,0.18365636
SiO2,3,112.400000,18.25337718,0.18583791
SiO2,3,112.500000,18.33219441,0.12409555
SiO2,3,112.600000,18.26783506,0.17358167
SiO2,3,112.700000,18.43493479,0.06226602
SiO2,3,112.800000,18.40670777,0.07714985
SiO2,3,112.900000,18.14026753,0.29615240
SiO2,3,113.000000,18.26092966,0.17938336
SiO2,3,113.100000,18.42021165,0.06983057
SiO2,3,113.200000,18.25875750,0.18122806
SiO2,3,113.300000,18.22924580,0.20722579
SiO2,3,113.400000,18.33887548,0.11943308
SiO2,3,113.500000,18.27327604,0.16907750
SiO2,3,113.600000,18.30628660,0.14301995
SiO2,3,113.700000,18.37759921,0.09416747
SiO2,3,113.800000,18.24040928,0.19718672
SiO2,3,113.900000,18.30521934,0.14382832
SiO2,3,114.000000,18.24763825,0.19081882
SiO2,3,114.100000,18.31945022,0.13323680
SiO2,3,114.200000,18.42966830,0.06492207
SiO2,3,114.300000,18.39754449,0.08232418
SiO2,3,114.400000,18.37837905,0.09368946
SiO2,3,114.500000,18.27038141,0.17146637
SiO2,3,114.600000,18.25197923,0.18704514
SiO2,3,114.700000,18.13829285,0.29830554
SiO2,3,114.800000,18.27800984,0.16520693
SiO2,3,114.900000,18.41195178,0.07426421
SiO2,3,115.000000,18.20196151,0.23281096
SiO2,3,115.100000,18.36225148,0.10382245
SiO2,3,115.200000,18.26870396,0.17285840
SiO2,3,115.300000,18.27978827,0.16376438
SiO2,3,115.400000,18.33935879,0.11909926
SiO2,3,115.500000,18.33187378,0.12432155
SiO2,3,115.600000,18.39695700,0.08266165
SiO2,3,115.700000,18.37515591,0.09567297
SiO2,3,115.800000,18.36541397,0.10179445
SiO2,3,115.900000,18.26010296,0.18008432
SiO2,3,116.000000,18.21878149,0.21686243
SiO2,3,116.100000,18.40656655,0.07722832
SiO2,3,116.200000,18.44867639,0.05559692
SiO2,3,116.300000,18.46604960,0.04770589
SiO2,3,116.400000,18.52610555,0.02507816
SiO2,3,116.500000,18.21196990,0.22325293
SiO2,3,116.600000,18.16544097,0.26938739
SiO2,3,116.700000,18.22865685,0.20776234
SiO2,3,116.800000,18.35256178,0.11016067
SiO2,3,116.900000,18.47064777,0.04571840
SiO2,3,117.000000,18.47857265,0.04239223
SiO2,3,117.100000,18.23874269,0.19866962
SiO2,3,117.200000,18.20525526,0.22964331
SiO2,3,117.300000,18.21111993,0.22405687
SiO2,3,117.400000,18.23804636,0.19929084
SiO2,3,117.500000,18.25285225,0.18629077
SiO2,3,117.600000,18.37590643,0.09520925
SiO2,3,117.700000,18.48030526,0.04168177
SiO2,3,117.800000,18.39471037,0.08395855
SiO2,3,117.900000,18.45234267,0.05388142
SiO2,3,118.000000,18.27556217,0.16720266
SiO2,3,118.100000,18.23207239,0.20466033
SiO2,3,118.200000,18.16229194,0.27266616
SiO2,3,118.300000,18.17925430,0.25523926
SiO2,3,118.400000,18.39329985,0.08477795
SiO2,3,118.500000,18.53873277,0.02123829
SiO2,3,118.600000,18.41799395,0.07100756
SiO2,3,118.700000,18.44818956,0.05582674
SiO2,3,118.800000,18.28864102,0.15667772
SiO2,3,118.900000,18.20920622,0.22587223
SiO2,3,119.000000,18.19935234,0.23533564
SiO2,3,119.100000,18.35992306,0.10532837
SiO2,3,119.200000,18.32130515,0.13188609
SiO2,3,119.300000,18.43303442,0.06321804
SiO2,3,119.400000,18.37032762,0.09868317
SiO2,3,119.500000,18.33938369,0.11908207
SiO2,3,119.600000,18.28759993,0.15750299
SiO2,3,119.700000,18.29008175,0.15553924
SiO2,3,119.800000,18.30098637,0.14705693
SiO2,3,119.900000,18.37221938,0.09749820
SiO2,3,120.000000,18.33963672,0.11890750
SiO2,3,120.100000,18.35241248,0.11025980
SiO2,3,120.200000,18.20890162,0.22616185
SiO2,3,120.300000,18.34262480,0.11685567
SiO2,3,120.400000,18.24577333,0.19245160
SiO2,3,120.500000,18.38355193,0.09054951
SiO2,3,120.600000,18.52824951,0.02440371
SiO2,3,120.700000,18.45204225,0.05402098
SiO2,3,120.800000,18.39662031,0.08285537
SiO2,3,120.900000,18.18056687,0.25391473
SiO2,3,121.000000,18.35576403,0.10804524
SiO2,3,121.100000,18.41711024,0.07147931
SiO2,3,121.200000,18.34242484,0.11699242
SiO2,3,121.300000,18.48078011,0.04148810
SiO2,3,121.400000,18.29588117,0.15099847
SiO2,3,121.500000,18.36104887,0.10459889
SiO2,3,121.600000,18.36472478,0.10223470
SiO2,3,121.700000,18.26601185,0.17510420
SiO2,3,121.800000,18.27817373,0.16507373
SiO2,3,121.900000,18.29759395,0.14967028
SiO2,3,122.000000,18.33180580,0.12436949
SiO2,3,122.100000,18.40066829,0.08054136
SiO2,3,122.200000,18.30463261,0.14427370
SiO2,3,122.300000,18.38995226,0.08673857
SiO2,3,122.400000,18.44590874,0.05690975
SiO2,3,122.500000,18.40602043,0.07753215
SiO2,3,122.600000,18.28787308,0.15728625
SiO2,3,122.700000,18.30160444,0.14658327
SiO2,3,122.800000,18.32737525,0.12751408
SiO2,3,122.900000,18.29546894,0.15131902
SiO2,3,123.000000,18.29634152,0.15064091
SiO2,3,123.100000,18.42197422,0.06890214
SiO2,3,123.200000,18.49753193,0.03494449
SiO2,3,123.300000,18.32759372,0.12735810
SiO2,3,123.400000,18.19369885,0.24085278
SiO2,3,123.500000,18.28487001,0.15967727
SiO2,3,123.600000,18.30794318,0.14176973
SiO2,3,123.700000,18.25032659,0.18847737
SiO2,3,123.800000,18.34229631,0.11708036
SiO2,3,123.900000,18.27180552,0.17028899
SiO2,3,124.000000,18.40766079,0.07662134
SiO2,3,124.100000,18.41032418,0.07515395
SiO2,3,124.200000,18.42252802,0.06861171
SiO2,3,124.300000,18.27253181,0.16969010
SiO2,3,124.400000,18.22745041,0.20886361
SiO2,3,124.500000,18.28429483,0.16013728
SiO2,3,124.600000,18.24141104,0.19629804
SiO2,3,124.700000,18.29580973,0.15105400
SiO2,3,124.800000,18.34362192,0.11617495
SiO2,3,124.900000,18.21757248,0.21798992
SiO2,3,125.000000,18.30788531,0.14181331
SiO2,3,125.100000,18.40303759,0.07920217
SiO2,3,125.200000,18.23180424,0.20490302
SiO2,3,125.300000,18.33134182,0.12469696
SiO2,3,125.400000,18.37409598,0.09632979
